customer_id,Recency,Frequency,Monetary,ComplaintCnt,Tenure,AvgOrder,Segment_D4,cluster,cluster_name,Churn,churn_probability,churn,risk_level
C1443,40,7,12720,1,1317,1817,G2 Loyal,0,穩定中段,0,0.0,0,Low
C1444,80,7,26784,0,1685,3826,G6 At Risk,3,流失高風險,0,0.0,0,Low
C1445,55,2,12388,2,2950,6194,G8 Lost,0,穩定中段,0,0.5553,1,Medium
C1446,54,7,27586,1,812,3941,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1447,138,3,68025,1,275,22675,G3 Big Spenders,3,流失高風險,0,0.4403,0,Medium
C1448,38,4,23345,0,784,5836,G8 Lost,0,穩定中段,0,0.0273,0,Low
C1449,59,8,10409,1,751,1301,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C1450,22,10,32031,0,2845,3203,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1451,34,7,21496,0,476,3071,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C1452,237,3,21914,1,2977,7305,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1453,23,8,33953,0,365,4244,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C1454,78,4,39487,0,2439,9872,G6 At Risk,3,流失高風險,0,0.0,0,Low
C1455,203,0,24956,3,1261,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1456,176,2,23331,3,191,11666,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C1457,83,2,103206,0,1853,51603,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1458,3,10,56409,0,2194,5641,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1459,11,13,43629,0,2520,3356,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1460,38,8,26685,0,559,3336,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1461,87,5,12040,1,1863,2408,G6 At Risk,0,穩定中段,0,0.0,0,Low
C1462,164,1,53593,0,1720,53593,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C1463,47,2,26930,0,1344,13465,G8 Lost,3,流失高風險,0,0.0,0,Low
C1464,3,4,16252,0,2684,4063,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C1465,166,0,20533,2,1286,0,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C1466,10,5,12378,1,1159,2476,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C1467,11,11,51028,0,1590,4639,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1468,4,5,39266,0,2788,7853,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C1469,30,8,27643,1,2606,3455,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1470,18,7,23625,0,2133,3375,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1471,92,0,15116,0,270,0,G7 Hibernating,0,穩定中段,1,0.5553,1,Medium
C1472,57,9,5480,1,924,609,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C1473,307,1,9054,2,74,9054,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C1474,16,9,14475,0,311,1608,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C1475,32,4,13029,1,2500,3257,G8 Lost,0,穩定中段,0,0.0,0,Low
C1476,13,9,29809,0,2451,3312,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1477,2,6,42961,1,334,7160,G5 Potential Loyalists,3,流失高風險,0,0.0273,0,Low
C1478,20,10,22250,0,1390,2225,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1479,353,2,65267,1,859,32634,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C1480,59,4,14072,1,245,3518,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C1481,48,3,22140,0,1162,7380,G8 Lost,0,穩定中段,0,0.5553,1,Medium
C1482,12,5,23490,1,336,4698,G5 Potential Loyalists,0,穩定中段,0,0.0273,0,Low
C1483,90,5,52288,1,2216,10458,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1484,37,6,26216,0,2901,4369,G8 Lost,0,穩定中段,0,0.0,0,Low
C1485,154,2,26729,1,1284,13364,G8 Lost,1,沉睡客戶,0,0.4403,0,Medium
C1486,67,4,7643,1,751,1911,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C1487,105,3,12966,0,1513,4322,G7 Hibernating,0,穩定中段,1,0.5553,1,Medium
C1488,143,1,52426,0,2900,52426,G3 Big Spenders,3,流失高風險,0,0.4785,0,Medium
C1489,23,7,5695,0,504,814,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C1490,50,4,62324,0,2053,15581,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C1491,8,9,34536,2,306,3837,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1492,13,3,14425,0,922,4808,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C1493,10,12,13596,0,1334,1133,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1494,28,10,91782,0,1169,9178,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C1495,56,8,65381,1,560,8173,G2 Loyal,3,流失高風險,0,0.0273,0,Low
C1496,38,4,22390,0,2337,5598,G8 Lost,0,穩定中段,0,0.0,0,Low
C1497,1,9,26748,0,2029,2972,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C1498,11,5,15486,0,1323,3097,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C1499,355,0,26752,0,1273,0,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C1500,46,4,15188,3,252,3797,G8 Lost,0,穩定中段,0,0.4523,0,Medium
